y_true,y_pred
239.53,252.84
198.5,199.4
449.46,431.99
403.56,419.75
151.7,152.63
233.16,210.06
391.86,411.78
408.56,425.08
281.07,338.93
435.69,455.56
382.85,417.16
365.05,386.76
322.13,316.1
167.05,189.58
340.39,344.29
418.21,401.81
216.1,233.61
271.02,275.47
474.5,455.89
385.59,353.63
101.91,122.74
181.42,179.82
347.74,307.21
185.37,206.82
404.69,375.36
332.31,342.1
265.08,249.92
341.8,343.85
201.3,194.54
254.34,256.12
251.07,289.06
310.33,280.51
145.51,150.0
290.26,312.09
273.18,274.86
364.81,392.63
386.42,381.42
204.68,209.7
124.35,136.19
155.19,180.01
149.27,155.48
331.27,343.82
237.37,256.97
208.03,201.39
259.7,263.82
184.98,198.34
348.79,349.47
208.66,206.78
