File_Name,Charge,Y_value,M,Vibration mode,Displacement,Chemicals_1,Chemicals_2,Chemicals_3,Chemicals_4,Chemicals_5,Chemicals_6,Chemicals_7
Ag5_1_02_1_0.3.dat,1,345.02,02,1,0.3,"['Ag', '-2.873930', '-0.213128', '-0.020883']","['Ag', '-0.685658', '1.409396', '0.137964']","['Ag', '-0.267121', '-1.212132', '-0.117237']","['Ag', '1.914485', '-0.122144', '1.310868']","['Ag', '1.912224', '0.138008', '-1.310712']",,
Ag5_1_02_1_0.5.dat,1,346.06,02,1,0.5,"['Ag', '-2.860748', '-0.352754', '-0.040558']","['Ag', '-0.835058', '1.455177', '0.167527']","['Ag', '-0.140226', '-1.127616', '-0.128144']","['Ag', '1.919409', '-0.141277', '1.308799']","['Ag', '1.916623', '0.166472', '-1.307624']",,
Ag5_1_02_1_0.75.dat,1,350.42,02,1,0.75,"['Ag', '-2.835636', '-0.524361', '-0.056580']","['Ag', '-1.026531', '1.504738', '0.162891']","['Ag', '0.007966', '-1.014835', '-0.107700']","['Ag', '1.928991', '-0.129482', '1.309731']","['Ag', '1.925210', '0.163939', '-1.308341']",,
Ag5_1_02_1_1.dat,1,361.15,02,1,1,"['Ag', '-2.801800', '-0.691016', '-0.063618']","['Ag', '-1.221640', '1.542869', '0.142873']","['Ag', '0.143898', '-0.891931', '-0.079808']","['Ag', '1.942329', '-0.107951', '1.311279']","['Ag', '1.937213', '0.148029', '-1.310726']",,
Ag5_1_02_3_-0.3.dat,1,345.60,02,3,-0.3,"['Ag', '2.881446', '-0.000267', '-0.000038']","['Ag', '0.470571', '1.056482', '0.816028']","['Ag', '0.469441', '-1.055629', '-0.817012']","['Ag', '-1.911679', '1.023578', '-0.841676']","['Ag', '-1.909781', '-1.024163', '0.842697']",,
Ag5_1_02_3_-0.5.dat,1,347.12,02,3,-0.5,"['Ag', '2.881446', '-0.000436', '-0.000090']","['Ag', '0.470960', '1.120403', '0.752068']","['Ag', '0.469053', '-1.119599', '-0.753063']","['Ag', '-1.911620', '1.100215', '-0.765429']","['Ag', '-1.909839', '-1.100582', '0.766514']",,
Ag5_1_02_3_-0.75.dat,1,350.58,02,3,-0.75,"['Ag', '2.881446', '-0.000712', '-0.000127']","['Ag', '0.471475', '1.204632', '0.667526']","['Ag', '0.468538', '-1.203916', '-0.668530']","['Ag', '-1.911498', '1.191597', '-0.674568']","['Ag', '-1.909961', '-1.191602', '0.675699']",,
Ag5_1_02_3_-1.dat,1,356.16,02,3,-1,"['Ag', '2.881446', '-0.001081', '-0.000136']","['Ag', '0.472040', '1.290258', '0.581419']","['Ag', '0.467973', '-1.289661', '-0.582425']","['Ag', '-1.911309', '1.281608', '-0.585254']","['Ag', '-1.910150', '-1.281124', '0.586396']",,
Ag5_1_02_3_0.3.dat,1,345.60,02,3,0.3,"['Ag', '-2.881446', '-0.000267', '-0.000038']","['Ag', '-0.469441', '-1.055629', '-0.817012']","['Ag', '-0.470571', '1.056482', '0.816028']","['Ag', '1.911679', '1.023578', '-0.841676']","['Ag', '1.909781', '-1.024163', '0.842697']",,
Ag5_1_02_3_0.5.dat,1,347.12,02,3,0.5,"['Ag', '-2.881446', '-0.000436', '-0.000090']","['Ag', '-0.469053', '-1.119599', '-0.753063']","['Ag', '-0.470960', '1.120403', '0.752068']","['Ag', '1.911620', '1.100215', '-0.765429']","['Ag', '1.909839', '-1.100582', '0.766514']",,
Ag5_1_02_3_0.75.dat,1,350.58,02,3,0.75,"['Ag', '-2.881446', '-0.000712', '-0.000127']","['Ag', '-0.468538', '-1.203916', '-0.668530']","['Ag', '-0.471475', '1.204632', '0.667526']","['Ag', '1.911498', '1.191597', '-0.674568']","['Ag', '1.909961', '-1.191602', '0.675699']",,
Ag5_1_02_3_1.dat,1,356.16,02,3,1,"['Ag', '-2.881446', '-0.001081', '-0.000136']","['Ag', '-0.467973', '-1.289661', '-0.582425']","['Ag', '-0.472040', '1.290258', '0.581419']","['Ag', '1.911309', '1.281608', '-0.585254']","['Ag', '1.910150', '-1.281124', '0.586396']",,
Ag5_1_02_5_-0.3.dat,1,345.73,02,5,-0.3,"['Ag', '1.454677', '-2.321493', '-0.000000']","['Ag', '0.201848', '-0.322676', '1.350700']","['Ag', '0.201848', '-0.322676', '-1.350700']","['Ag', '0.201848', '2.192091', '0.000000']","['Ag', '-2.060222', '0.774754', '-0.000000']",,
Ag5_1_02_5_-0.5.dat,1,349.38,02,5,-0.5,"['Ag', '1.497066', '-2.180600', '0.000000']","['Ag', '0.180939', '-0.265158', '1.366700']","['Ag', '0.180939', '-0.265158', '-1.366700']","['Ag', '0.180939', '2.116830', '-0.000000']","['Ag', '-2.039882', '0.594086', '0.000000']",,
Ag5_1_02_5_-0.75.dat,1,358.89,02,5,-0.75,"['Ag', '1.550965', '-1.994842', '-0.000000']","['Ag', '0.150010', '-0.195619', '1.386700']","['Ag', '0.150010', '-0.195619', '-1.386700']","['Ag', '0.150010', '2.026969', '0.000000']","['Ag', '-2.000994', '0.359112', '0.000000']",,
Ag5_1_02_5_-1.dat,1,375.50,02,5,-1,"['Ag', '1.604346', '-1.796545', '-0.000000']","['Ag', '0.112834', '-0.129851', '1.406700']","['Ag', '0.112834', '-0.129851', '-1.406700']","['Ag', '0.112834', '1.942209', '-0.000000']","['Ag', '-1.942847', '0.114038', '0.000000']",,
Ag5_1_02_5_0.3.dat,1,347.40,02,5,0.3,"['Ag', '-1.342916', '-2.708666', '-0.000000']","['Ag', '-0.246969', '-0.501938', '1.302700']","['Ag', '-0.246969', '-0.501938', '-1.302700']","['Ag', '2.083823', '1.280778', '-0.000000']","['Ag', '-0.246969', '2.431765', '0.000000']",,
Ag5_1_02_5_0.5.dat,1,350.28,02,5,0.5,"['Ag', '-1.309249', '-2.829646', '0.000000']","['Ag', '-0.257766', '-0.562784', '1.286700']","['Ag', '-0.257766', '-0.562784', '-1.286700']","['Ag', '2.082547', '1.439170', '0.000000']","['Ag', '-0.257766', '2.516043', '0.000000']",,
Ag5_1_02_5_0.75.dat,1,354.70,02,5,0.75,"['Ag', '-1.269472', '-2.976665', '0.000000']","['Ag', '-0.269036', '-0.639196', '1.266700']","['Ag', '-0.269036', '-0.639196', '-1.266700']","['Ag', '2.076580', '1.631158', '0.000000']","['Ag', '-0.269036', '2.623899', '0.000000']",,
Ag5_1_02_5_1.dat,1,359.74,02,5,1,"['Ag', '-1.232146', '-3.119763', '0.000000']","['Ag', '-0.278212', '-0.715845', '1.246700']","['Ag', '-0.278212', '-0.715845', '-1.246700']","['Ag', '2.066784', '1.817230', '0.000000']","['Ag', '-0.278212', '2.734223', '0.000000']",,
Ag5_1_02_6_-0.3.dat,1,348.79,02,6,-0.3,"['Ag', '2.886898', '-0.009642', '0.000306']","['Ag', '0.249398', '1.444874', '-0.023126']","['Ag', '0.677223', '-1.187777', '0.017750']","['Ag', '-1.907721', '-0.144656', '-1.314526']","['Ag', '-1.905798', '-0.102799', '1.319597']",,
Ag5_1_02_6_-0.5.dat,1,357.54,02,6,-0.5,"['Ag', '2.896559', '-0.017101', '0.000564']","['Ag', '0.096577', '1.511728', '-0.030223']","['Ag', '0.806513', '-1.084877', '0.020393']","['Ag', '-1.900752', '-0.231345', '-1.312329']","['Ag', '-1.898897', '-0.178405', '1.321595']",,
Ag5_1_02_6_-0.75.dat,1,381.06,02,6,-0.75,"['Ag', '2.915314', '-0.028564', '0.000916']","['Ag', '-0.099010', '1.581948', '-0.030970']","['Ag', '0.957120', '-0.946235', '0.017121']","['Ag', '-1.887576', '-0.329826', '-1.310500']","['Ag', '-1.885848', '-0.277323', '1.323433']",,
Ag5_1_02_6_-1.dat,1,427.81,02,6,-1,"['Ag', '2.941314', '-0.043221', '0.001262']","['Ag', '-0.297753', '1.637682', '-0.027359']","['Ag', '1.094918', '-0.798107', '0.011762']","['Ag', '-1.870020', '-0.420939', '-1.309864']","['Ag', '-1.868458', '-0.375416', '1.324198']",,
Ag5_1_02_6_0.3.dat,1,348.79,02,6,0.3,"['Ag', '-2.886898', '-0.009642', '0.000306']","['Ag', '-0.677223', '-1.187777', '0.017750']","['Ag', '-0.249398', '1.444874', '-0.023126']","['Ag', '1.907721', '-0.144656', '-1.314526']","['Ag', '1.905798', '-0.102799', '1.319597']",,
Ag5_1_02_6_0.5.dat,1,357.54,02,6,0.5,"['Ag', '-2.896559', '-0.017101', '0.000564']","['Ag', '-0.806513', '-1.084877', '0.020393']","['Ag', '-0.096577', '1.511728', '-0.030223']","['Ag', '1.900752', '-0.231345', '-1.312329']","['Ag', '1.898897', '-0.178405', '1.321595']",,
Ag5_1_02_6_0.75.dat,1,381.06,02,6,0.75,"['Ag', '-2.915314', '-0.028564', '0.000916']","['Ag', '-0.957120', '-0.946235', '0.017121']","['Ag', '0.099010', '1.581948', '-0.030970']","['Ag', '1.887576', '-0.329826', '-1.310500']","['Ag', '1.885848', '-0.277323', '1.323433']",,
Ag5_1_02_6_1.dat,1,427.81,02,6,1,"['Ag', '-2.941314', '-0.043221', '0.001262']","['Ag', '-1.094918', '-0.798107', '0.011762']","['Ag', '0.297753', '1.637682', '-0.027359']","['Ag', '1.870020', '-0.420939', '-1.309864']","['Ag', '1.868458', '-0.375416', '1.324198']",,
Ag5_1_02_7_-0.3.dat,1,351.65,02,7,-0.3,"['Ag', '-1.590263', '-2.624692', '0.000000']","['Ag', '-0.182020', '-0.298961', '1.224700']","['Ag', '-0.182020', '-0.298961', '-1.224700']","['Ag', '2.136324', '0.909987', '0.000000']","['Ag', '-0.182020', '2.312627', '0.000000']",,
Ag5_1_02_7_-0.5.dat,1,365.50,02,7,-0.5,"['Ag', '1.735033', '-2.681438', '0.000000']","['Ag', '0.145288', '-0.227601', '1.156700']","['Ag', '0.145288', '-0.227601', '-1.156700']","['Ag', '0.145288', '2.318574', '0.000000']","['Ag', '-2.170898', '0.818067', '0.000000']",,
Ag5_1_02_7_-0.75.dat,1,399.48,02,7,-0.75,"['Ag', '1.926320', '-2.740763', '0.000000']","['Ag', '0.095512', '-0.140682', '1.071700']","['Ag', '0.095512', '-0.140682', '-1.071700']","['Ag', '0.095512', '2.323065', '0.000000']","['Ag', '-2.212857', '0.699062', '0.000000']",,
Ag5_1_02_7_-1.dat,1,466.33,02,7,-1,"['Ag', '2.131691', '-2.783741', '0.000000']","['Ag', '0.039557', '-0.057903', '0.986700']","['Ag', '0.039557', '-0.057903', '-0.986700']","['Ag', '0.039557', '2.327240', '0.000000']","['Ag', '-2.250363', '0.572307', '0.000000']",,
Ag5_1_02_7_0.3.dat,1,351.88,02,7,0.3,"['Ag', '-1.220878', '-2.401506', '-0.000000']","['Ag', '-0.265408', '-0.526938', '1.428700']","['Ag', '-0.265408', '-0.526938', '-1.428700']","['Ag', '2.017102', '1.148888', '0.000000']","['Ag', '-0.265408', '2.306494', '0.000000']",,
Ag5_1_02_7_0.5.dat,1,365.05,02,7,0.5,"['Ag', '-1.113202', '-2.315372', '-0.000000']","['Ag', '-0.287344', '-0.605258', '1.496700']","['Ag', '-0.287344', '-0.605258', '-1.496700']","['Ag', '1.975233', '1.220583', '-0.000000']","['Ag', '-0.287344', '2.305306', '0.000000']",,
Ag5_1_02_7_0.75.dat,1,392.54,02,7,0.75,"['Ag', '-0.988556', '-2.201097', '-0.000000']","['Ag', '-0.311133', '-0.704344', '1.581700']","['Ag', '-0.311133', '-0.704344', '-1.581700']","['Ag', '1.921954', '1.305208', '0.000000']","['Ag', '-0.311133', '2.304576', '0.000000']",,
Ag5_1_02_7_1.dat,1,431.85,02,7,1,"['Ag', '-0.010274', '2.256690', '-0.000000']","['Ag', '-0.010274', '0.869941', '1.666700']","['Ag', '-0.010274', '0.869941', '-1.666700']","['Ag', '-1.176497', '-2.005598', '0.000000']","['Ag', '1.207320', '-1.990975', '0.000000']",,
Ag5_1_02_9_-0.3.dat,1,361.96,02,9,-0.3,"['Ag', '-1.283365', '-2.449265', '0.000000']","['Ag', '-0.240661', '-0.459717', '1.143700']","['Ag', '-0.240661', '-0.459717', '-1.143700']","['Ag', '2.005349', '1.098094', '0.000000']","['Ag', '-0.240661', '2.270605', '0.000000']",,
Ag5_1_02_9_-0.5.dat,1,421.98,02,9,-0.5,"['Ag', '-1.210393', '-2.399590', '0.000000']","['Ag', '-0.248505', '-0.492335', '1.021700']","['Ag', '-0.248505', '-0.492335', '-1.021700']","['Ag', '1.955907', '1.138986', '0.000000']","['Ag', '-0.248505', '2.245274', '0.000000']",,
Ag5_1_02_9_0.3.dat,1,355.37,02,9,0.3,"['Ag', '-1.514043', '-2.587331', '0.000000']","['Ag', '-0.211717', '-0.364022', '1.509700']","['Ag', '-0.211717', '-0.364022', '-1.509700']","['Ag', '2.149195', '0.967071', '0.000000']","['Ag', '-0.211717', '2.348304', '-0.000000']",,
Ag5_1_02_9_0.5.dat,1,366.71,02,9,0.5,"['Ag', '-1.594709', '-2.629536', '-0.000000']","['Ag', '-0.200266', '-0.332926', '1.631700']","['Ag', '-0.200266', '-0.332926', '-1.631700']","['Ag', '2.195508', '0.920683', '-0.000000']","['Ag', '-0.200266', '2.374706', '0.000000']",,
Ag5_1_02_9_0.75.dat,1,381.94,02,9,0.75,"['Ag', '-1.698072', '-2.679498', '-0.000000']","['Ag', '-0.184691', '-0.294680', '1.784200']","['Ag', '-0.184691', '-0.294680', '-1.784200']","['Ag', '2.252147', '0.860849', '0.000000']","['Ag', '-0.184691', '2.408008', '0.000000']",,
Ag5_1_02_9_1.dat,1,396.93,02,9,1,"['Ag', '1.799403', '-2.729414', '0.000000']","['Ag', '0.170704', '-0.255203', '1.936700']","['Ag', '0.170704', '-0.255203', '-1.936700']","['Ag', '0.170704', '2.435779', '-0.000000']","['Ag', '-2.311514', '0.804041', '-0.000000']",,
Ag5_1_02_eq.dat,1,344.83,02,1,0,"['Ag', '-1.396538', '-2.520400', '0.000000']","['Ag', '-0.227205', '-0.411442', '1.326700']","['Ag', '-0.227205', '-0.411442', '-1.326700']","['Ag', '2.078153', '1.034130', '-0.000000']","['Ag', '-0.227205', '2.309153', '0.000000']",,
Ag5_1_03_1_-0.3.dat,1,345.02,03,1,-0.3,"['Ag', '-0.266966', '-1.213085', '0.107804']","['Ag', '-2.873650', '-0.213268', '0.019723']","['Ag', '1.914679', '-0.112479', '-1.311299']","['Ag', '-0.685553', '1.410377', '-0.128379']","['Ag', '1.911490', '0.128454', '1.312150']",,
Ag5_1_03_1_-0.5.dat,1,346.06,03,1,-0.5,"['Ag', '0.140058', '-1.128776', '-0.118172']","['Ag', '2.860463', '-0.353084', '-0.038020']","['Ag', '-1.919594', '-0.130198', '1.309524']","['Ag', '0.834973', '1.456517', '0.156093']","['Ag', '-1.915899', '0.155541', '-1.309425']",,
Ag5_1_03_1_-0.75.dat,1,350.43,03,1,-0.75,"['Ag', '-0.008146', '-1.015752', '-0.099308']","['Ag', '2.835342', '-0.524807', '-0.052938']","['Ag', '-1.929160', '-0.119117', '1.310315']","['Ag', '1.026469', '1.505941', '0.151945']","['Ag', '-1.924505', '0.153735', '-1.310014']",,
Ag5_1_03_1_-1.dat,1,361.19,03,1,-1,"['Ag', '0.144086', '-0.892529', '0.073411']","['Ag', '-2.801495', '-0.691466', '0.059480']","['Ag', '1.942476', '-0.099002', '-1.311615']","['Ag', '-1.221600', '1.543763', '-0.133369']","['Ag', '1.936533', '0.139234', '1.312093']",,
Ag5_1_03_1_0.3.dat,1,345.02,03,1,0.3,"['Ag', '0.685553', '1.410377', '-0.128379']","['Ag', '2.873650', '-0.213268', '0.019723']","['Ag', '-1.914679', '-0.112479', '-1.311299']","['Ag', '0.266966', '-1.213085', '0.107804']","['Ag', '-1.911490', '0.128454', '1.312150']",,
Ag5_1_03_1_0.5.dat,1,346.06,03,1,0.5,"['Ag', '-0.834973', '1.456517', '0.156093']","['Ag', '-2.860463', '-0.353084', '-0.038020']","['Ag', '1.919594', '-0.130198', '1.309524']","['Ag', '-0.140058', '-1.128776', '-0.118172']","['Ag', '1.915899', '0.155541', '-1.309425']",,
Ag5_1_03_1_0.75.dat,1,350.43,03,1,0.75,"['Ag', '-1.026469', '1.505941', '0.151945']","['Ag', '-2.835342', '-0.524807', '-0.052938']","['Ag', '1.929160', '-0.119117', '1.310315']","['Ag', '0.008146', '-1.015752', '-0.099308']","['Ag', '1.924505', '0.153735', '-1.310014']",,
Ag5_1_03_1_1.dat,1,361.19,03,1,1,"['Ag', '1.221600', '1.543763', '-0.133369']","['Ag', '2.801495', '-0.691466', '0.059480']","['Ag', '-1.942476', '-0.099002', '-1.311615']","['Ag', '-0.144086', '-0.892529', '0.073411']","['Ag', '-1.936533', '0.139234', '1.312093']",,
Ag5_1_03_3_-0.3.dat,1,345.59,03,3,-0.3,"['Ag', '-0.470327', '1.057086', '-0.815514']","['Ag', '-2.881169', '-0.000473', '-0.000289']","['Ag', '1.911886', '1.023142', '0.841498']","['Ag', '-0.469423', '-1.055308', '0.817416']","['Ag', '1.909033', '-1.024447', '-0.843111']",,
Ag5_1_03_3_-0.5.dat,1,347.12,03,3,-0.5,"['Ag', '-0.470637', '1.120980', '-0.751601']","['Ag', '-2.881169', '-0.000591', '-0.000262']","['Ag', '1.911844', '1.099781', '0.765233']","['Ag', '-0.469113', '-1.119229', '0.753500']","['Ag', '1.909075', '-1.100942', '-0.766871']",,
Ag5_1_03_3_-0.75.dat,1,350.58,03,3,-0.75,"['Ag', '-0.471046', '1.205205', '-0.667084']","['Ag', '-2.881169', '-0.000786', '-0.000251']","['Ag', '1.911755', '1.191129', '0.674371']","['Ag', '-0.468704', '-1.203512', '0.668981']","['Ag', '1.909164', '-1.192037', '-0.676017']",,
Ag5_1_03_3_-1.dat,1,356.18,03,3,-1,"['Ag', '-0.471494', '1.290839', '-0.580992']","['Ag', '-2.881169', '-0.001052', '-0.000263']","['Ag', '1.911618', '1.281081', '0.585062']","['Ag', '-0.468256', '-1.289230', '0.582882']","['Ag', '1.909302', '-1.281638', '-0.586690']",,
Ag5_1_03_3_0.3.dat,1,345.59,03,3,0.3,"['Ag', '0.469423', '-1.055308', '0.817416']","['Ag', '2.881169', '-0.000473', '-0.000289']","['Ag', '-1.911886', '1.023142', '0.841498']","['Ag', '0.470327', '1.057086', '-0.815514']","['Ag', '-1.909033', '-1.024447', '-0.843111']",,
Ag5_1_03_3_0.5.dat,1,347.12,03,3,0.5,"['Ag', '0.469113', '-1.119229', '0.753500']","['Ag', '2.881169', '-0.000591', '-0.000262']","['Ag', '-1.911844', '1.099781', '0.765233']","['Ag', '0.470637', '1.120980', '-0.751601']","['Ag', '-1.909075', '-1.100942', '-0.766871']",,
Ag5_1_03_3_0.75.dat,1,350.58,03,3,0.75,"['Ag', '0.468704', '-1.203512', '0.668981']","['Ag', '2.881169', '-0.000786', '-0.000251']","['Ag', '-1.911755', '1.191129', '0.674371']","['Ag', '0.471046', '1.205205', '-0.667084']","['Ag', '-1.909164', '-1.192037', '-0.676017']",,
Ag5_1_03_3_1.dat,1,356.18,03,3,1,"['Ag', '0.468256', '-1.289230', '0.582882']","['Ag', '2.881169', '-0.001052', '-0.000263']","['Ag', '-1.911618', '1.281081', '0.585062']","['Ag', '0.471494', '1.290839', '-0.580992']","['Ag', '-1.909302', '-1.281638', '-0.586690']",,
Ag5_1_03_4_-0.3.dat,1,346.33,03,4,-0.3,"['Ag', '-0.311151', '-0.370141', '1.326779']","['Ag', '-1.246789', '-2.599248', '-0.000000']","['Ag', '2.180241', '1.217545', '0.000000']","['Ag', '-0.311151', '-0.370141', '-1.326779']","['Ag', '-0.311151', '2.121985', '-0.000000']",,
Ag5_1_03_4_-0.5.dat,1,349.57,03,4,-0.5,"['Ag', '-0.367992', '-0.349357', '1.326779']","['Ag', '-1.130169', '-2.653490', '0.000000']","['Ag', '2.234144', '1.358055', '-0.000000']","['Ag', '-0.367992', '-0.349357', '-1.326779']","['Ag', '-0.367992', '1.994148', '-0.000000']",,
Ag5_1_03_4_-0.75.dat,1,357.93,03,4,-0.75,"['Ag', '-0.439285', '-0.332995', '1.326779']","['Ag', '-0.962398', '-2.720906', '0.000000']","['Ag', '2.280253', '1.557143', '-0.000000']","['Ag', '-0.439285', '-0.332995', '-1.326779']","['Ag', '-0.439285', '1.829753', '0.000000']",,
Ag5_1_03_4_-1.dat,1,373.98,03,4,-1,"['Ag', '-0.509993', '-0.329929', '1.326779']","['Ag', '-0.764754', '-2.785268', '-0.000000']","['Ag', '2.294732', '1.786066', '0.000000']","['Ag', '-0.509993', '-0.329929', '-1.326779']","['Ag', '-0.509993', '1.659060', '0.000000']",,
Ag5_1_03_4_0.3.dat,1,346.33,03,4,0.3,"['Ag', '0.312904', '-0.369819', '1.326779']","['Ag', '1.239652', '-2.599524', '0.000000']","['Ag', '0.312904', '2.122191', '-0.000000']","['Ag', '0.312904', '-0.369819', '-1.326779']","['Ag', '-2.178364', '1.216972', '0.000000']",,
Ag5_1_03_4_0.5.dat,1,349.57,03,4,0.5,"['Ag', '0.369918', '-0.349364', '1.326779']","['Ag', '1.122456', '-2.651640', '0.000000']","['Ag', '0.369918', '1.993765', '0.000000']","['Ag', '0.369918', '-0.349364', '-1.326779']","['Ag', '-2.232210', '1.356604', '-0.000000']",,
Ag5_1_03_4_0.75.dat,1,357.94,03,4,0.75,"['Ag', '0.441388', '-0.333428', '1.326779']","['Ag', '0.954206', '-2.716294', '-0.000000']","['Ag', '0.441388', '1.828597', '0.000000']","['Ag', '0.441388', '-0.333428', '-1.326779']","['Ag', '-2.278371', '1.554552', '0.000000']",,
Ag5_1_03_4_1.dat,1,374.07,03,4,1,"['Ag', '0.512216', '-0.330807', '1.326779']","['Ag', '0.756411', '-2.777776', '-0.000000']","['Ag', '0.512216', '1.657080', '-0.000000']","['Ag', '0.512216', '-0.330807', '-1.326779']","['Ag', '-2.293060', '1.782310', '0.000000']",,
Ag5_1_03_6_-0.3.dat,1,348.79,03,6,-0.3,"['Ag', '0.249233', '1.444953', '-0.022968']","['Ag', '2.886622', '-0.009594', '0.000692']","['Ag', '-1.907915', '-0.144028', '-1.314162']","['Ag', '0.677120', '-1.187870', '0.016425']","['Ag', '-1.905060', '-0.103461', '1.320013']",,
Ag5_1_03_6_-0.5.dat,1,357.55,03,6,-0.5,"['Ag', '0.096389', '1.511807', '-0.029751']","['Ag', '2.896284', '-0.017024', '0.000950']","['Ag', '-1.900938', '-0.230547', '-1.312048']","['Ag', '0.806426', '-1.084970', '0.018909']","['Ag', '-1.898160', '-0.179266', '1.321941']",,
Ag5_1_03_6_-0.75.dat,1,381.07,03,6,-0.75,"['Ag', '-0.099227', '1.582015', '-0.030299']","['Ag', '2.915040', '-0.028456', '0.001307']","['Ag', '-1.887747', '-0.328987', '-1.310312']","['Ag', '0.957046', '-0.946314', '0.015617']","['Ag', '-1.885113', '-0.278259', '1.323687']",,
Ag5_1_03_6_-1.dat,1,427.86,03,6,-1,"['Ag', '-0.297996', '1.637730', '-0.026577']","['Ag', '2.941044', '-0.043087', '0.001659']","['Ag', '-1.870172', '-0.420122', '-1.309757']","['Ag', '1.094852', '-0.798165', '0.010307']","['Ag', '-1.867727', '-0.376356', '1.324367']",,
Ag5_1_03_6_0.3.dat,1,348.79,03,6,0.3,"['Ag', '-0.677120', '-1.187870', '0.016425']","['Ag', '-2.886622', '-0.009594', '0.000692']","['Ag', '1.907915', '-0.144028', '-1.314162']","['Ag', '-0.249233', '1.444953', '-0.022968']","['Ag', '1.905060', '-0.103461', '1.320013']",,
Ag5_1_03_6_0.5.dat,1,357.55,03,6,0.5,"['Ag', '-0.806426', '-1.084970', '0.018909']","['Ag', '-2.896284', '-0.017024', '0.000950']","['Ag', '1.900938', '-0.230547', '-1.312048']","['Ag', '-0.096389', '1.511807', '-0.029751']","['Ag', '1.898160', '-0.179266', '1.321941']",,
Ag5_1_03_6_0.75.dat,1,381.07,03,6,0.75,"['Ag', '-0.957046', '-0.946314', '0.015617']","['Ag', '-2.915040', '-0.028456', '0.001307']","['Ag', '1.887747', '-0.328987', '-1.310312']","['Ag', '0.099227', '1.582015', '-0.030299']","['Ag', '1.885113', '-0.278259', '1.323687']",,
Ag5_1_03_6_1.dat,1,427.86,03,6,1,"['Ag', '-1.094852', '-0.798165', '0.010307']","['Ag', '-2.941044', '-0.043087', '0.001659']","['Ag', '1.870172', '-0.420122', '-1.309757']","['Ag', '0.297996', '1.637730', '-0.026577']","['Ag', '1.867727', '-0.376356', '1.324367']",,
Ag5_1_03_7_-0.3.dat,1,351.65,03,7,-0.3,"['Ag', '-0.181615', '-0.299667', '1.224779']","['Ag', '-1.591636', '-2.624148', '0.000000']","['Ag', '2.136481', '0.908782', '0.000000']","['Ag', '-0.181615', '-0.299667', '-1.224779']","['Ag', '-0.181615', '2.314701', '0.000000']",,
Ag5_1_03_7_-0.5.dat,1,365.46,03,7,-0.5,"['Ag', '0.146482', '-0.227716', '1.156779']","['Ag', '1.734662', '-2.682388', '0.000000']","['Ag', '0.146482', '2.318021', '0.000000']","['Ag', '0.146482', '-0.227716', '-1.156779']","['Ag', '-2.174107', '0.819799', '0.000000']",,
Ag5_1_03_7_-0.75.dat,1,399.31,03,7,-0.75,"['Ag', '0.097146', '-0.140979', '1.071779']","['Ag', '1.926492', '-2.741905', '0.000000']","['Ag', '0.097146', '2.322348', '0.000000']","['Ag', '0.097146', '-0.140979', '-1.071779']","['Ag', '-2.217931', '0.701515', '0.000000']",,
Ag5_1_03_7_-1.dat,1,465.86,03,7,-1,"['Ag', '0.041646', '-0.058344', '0.986779']","['Ag', '2.132427', '-2.785029', '0.000000']","['Ag', '0.041646', '2.326397', '0.000000']","['Ag', '0.041646', '-0.058344', '-0.986779']","['Ag', '-2.257365', '0.575321', '0.000000']",,
Ag5_1_03_7_0.3.dat,1,351.88,03,7,0.3,"['Ag', '-0.264985', '-0.526417', '1.428779']","['Ag', '-1.222347', '-2.399860', '0.000000']","['Ag', '2.017303', '1.148894', '-0.000000']","['Ag', '-0.264985', '-0.526417', '-1.428779']","['Ag', '-0.264985', '2.303800', '-0.000000']",,
Ag5_1_03_7_0.5.dat,1,365.06,03,7,0.5,"['Ag', '-0.286915', '-0.604349', '1.496779']","['Ag', '-1.114588', '-2.313429', '-0.000000']","['Ag', '1.975332', '1.221119', '0.000000']","['Ag', '-0.286915', '-0.604349', '-1.496779']","['Ag', '-0.286915', '2.301007', '0.000000']",,
Ag5_1_03_7_0.75.dat,1,392.62,03,7,0.75,"['Ag', '-0.310681', '-0.702964', '1.581779']","['Ag', '-0.989801', '-2.198798', '0.000000']","['Ag', '1.921844', '1.306459', '-0.000000']","['Ag', '-0.310681', '-0.702964', '-1.581779']","['Ag', '-0.310681', '2.298267', '0.000000']",,
Ag5_1_03_7_1.dat,1,432.04,03,7,1,"['Ag', '-0.011131', '0.868047', '1.666779']","['Ag', '-0.011131', '2.254665', '-0.000000']","['Ag', '-1.172760', '-2.008798', '0.000000']","['Ag', '-0.011131', '0.868047', '-1.666779']","['Ag', '1.206153', '-1.981961', '0.000000']",,
Ag5_1_03_9_-0.3.dat,1,361.34,03,9,-0.3,"['Ag', '-0.240239', '-0.459791', '1.146779']","['Ag', '-1.284892', '-2.448150', '0.000000']","['Ag', '2.005608', '1.097419', '0.000000']","['Ag', '-0.240239', '-0.459791', '-1.146779']","['Ag', '-0.240239', '2.270314', '0.000000']",,
Ag5_1_03_9_-0.5.dat,1,418.63,03,9,-0.5,"['Ag', '-0.248080', '-0.492403', '1.026779']","['Ag', '-1.211934', '-2.398500', '0.000000']","['Ag', '1.956174', '1.138317', '0.000000']","['Ag', '-0.248080', '-0.492403', '-1.026779']","['Ag', '-0.248080', '2.244989', '0.000000']",,
